sentence,label,cleaned title,docs,entities
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",1,"finnish investor scanfil oyj ( hel  scf1v ) said last friday it has bought 57 million shares , or 32.96 % , in norwegian contract electronics manufacturer kitron asa ( osl  kit ) for nok 143.9 million ( usd 24.4 m-eur 18.1 m ) .","['finnish', 'investor', 'scanfil', 'oyj', 'hel', ' ', 'scf1v', 'friday', 'buy', '57', 'million', 'share', '32.96', 'norwegian', 'contract', 'electronic', 'manufacturer', 'kitron', 'asa', 'osl', ' ', 'kit', 'nok', '143.9', 'million', 'usd', '24.4', 'm', 'eur', '18.1', 'm']",finnish investor scanfil oyj hel   scf1v friday buy 57 million share 32.96 norwegian contract electronic manufacturer kitron asa osl   kit nok 143.9 million usd 24.4 m eur 18.1 m
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",1,"finnish property investor sponda said it has agreed a 100 mln eur , five-year mln credit facility with swedbank and a 50 mln eur , seven-year facility with oko bank .","['finnish', 'property', 'investor', 'sponda', 'agree', '100', 'mln', 'eur', 'year', 'mln', 'credit', 'facility', 'swedbank', '50', 'mln', 'eur', 'seven', 'year', 'facility', 'oko', 'bank']",finnish property investor sponda agree 100 mln eur year mln credit facility swedbank 50 mln eur seven year facility oko bank
"Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November .",1,"finnish publisher alma media ( hel  aln1v ) said wednesday it has decided to further extend its eur1 .85 ( usd2 .75 ) apiece mandatory tender offer for media group talentum ( hel  ttm1v ) , which started on 19 august , until 16 november .","['finnish', 'publisher', 'alma', 'medium', 'hel', ' ', 'aln1v', 'wednesday', 'decide', 'far', 'extend', 'eur1', '.85', 'usd2', '.75', 'apiece', 'mandatory', 'tender', 'offer', 'medium', 'group', 'talentum', 'hel', ' ', 'ttm1v', 'start', '19', 'august', '16', 'november']",finnish publisher alma medium hel   aln1v wednesday decide far extend eur1 .85 usd2 .75 apiece mandatory tender offer medium group talentum hel   ttm1v start 19 august 16 november
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",1,"finnish real estate company sponda oyj said on april 11 , 2008 it would build vuosaari harbour service center at the port of helsinki .","['finnish', 'real', 'estate', 'company', 'sponda', 'oyj', 'april', '11', '2008', 'build', 'vuosaari', 'harbour', 'service', 'center', 'port', 'helsinki']",finnish real estate company sponda oyj april 11 2008 build vuosaari harbour service center port helsinki
Finnlines said that the deal is part of its strategy to focus on its core businesses .,1,finnlines said that the deal is part of its strategy to focus on its core businesses .,"['finnline', 'deal', 'strategy', 'focus', 'core', 'business']",finnline deal strategy focus core business
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",1,"first industrial will seek leed designation for uponor 's new building and a 282,000 square-foot speculative distribution center at first park lakeville .","['industrial', 'seek', 'leed', 'designation', 'uponor', 'new', 'building', '282,000', 'square', 'foot', 'speculative', 'distribution', 'center', 'park', 'lakeville']","industrial seek leed designation uponor new building 282,000 square foot speculative distribution center park lakeville"
"Following the move , Stora Enso holding in NewPage will remain unchanged .",1,"following the move , stora enso holding in newpage will remain unchanged .","['follow', 'stora', 'enso', 'holding', 'newpage', 'remain', 'unchanged']",follow stora enso holding newpage remain unchanged
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",1,"following the registration , the share capital of biotie is eur 52,556,678.10 .","['follow', 'registration', 'share', 'capital', 'biotie', 'eur', '52,556,678.10']","follow registration share capital biotie eur 52,556,678.10"
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",1,"foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .","['foodservice', 'consumer', 'good', 'market', 'serve', 'approximately', '13,000', 'people', '54', 'manufacturing', 'unit', 'sale', 'office', '33', 'country']","foodservice consumer good market serve approximately 13,000 people 54 manufacturing unit sale office 33 country"
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,1,for the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the trade register .,"['new', 'share', 'subscribe', 'stock', 'option', 'shareholder', 'right', 'commence', 'date', 'enter', 'trade', 'register']",new share subscribe stock option shareholder right commence date enter trade register
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",1,"fortum expects its annual capital expenditure in the next four to five years to be within a range of eur 0.8-1 .2 billion , as earlier announced .","['fortum', 'expect', 'annual', 'capital', 'expenditure', 'year', 'range', 'eur', '0.8', '1', '.2', 'billion', 'early', 'announce']",fortum expect annual capital expenditure year range eur 0.8 1 .2 billion early announce
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,1,fortum had intended to spend as much as ( euro ) 2.7 bn to become the sole owner of tgk-10 .,"['fortum', 'intend', 'spend', 'euro', '2.7', 'bn', 'sole', 'owner', 'tgk-10']",fortum intend spend euro 2.7 bn sole owner tgk-10
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",1,"fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the warsaw stock exchange .","['fortum', 'hold', '90.2', 'pct', 'share', 'capital', '94.4', 'pct', 'voting', 'right', 'company', 'plan', 'delist', 'warsaw', 'stock', 'exchange']",fortum hold 90.2 pct share capital 94.4 pct voting right company plan delist warsaw stock exchange
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",1,"founded in 1985 , quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .","['found', '1985', 'quatrocon', 'clientele', 'consist', 'public', 'sector', 'builder', 'central', 'trading', 'company', 'major', 'construction', 'firm']",found 1985 quatrocon clientele consist public sector builder central trading company major construction firm
"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",1,"from business line , may 16 , 2008 sriperumbudur , may 15 - nokia 's two key suppliers - aspocomp and wintek - are likely to start operations within three months in the nokia telecom park at sriperumbudur , 45 km west off chennai .","['business', 'line', '16', '2008', 'sriperumbudur', '15', 'nokia', 'key', 'supplier', 'aspocomp', 'wintek', 'likely', 'start', 'operation', 'month', 'nokia', 'telecom', 'park', 'sriperumbudur', '45', 'km', 'west', 'chennai']",business line 16 2008 sriperumbudur 15 nokia key supplier aspocomp wintek likely start operation month nokia telecom park sriperumbudur 45 km west chennai
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",1,"f-secure internet security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .","['f', 'secure', 'internet', 'security', '2010', 'security', 'service', 'surf', 'web', 'online', 'banking', 'shopping', 'e', 'mail', 'online', 'activity']",f secure internet security 2010 security service surf web online banking shopping e mail online activity
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",1,"f-secure reported that  - the first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .","['f', 'secure', 'report', ' ', 'half', '2008', 'grow', 'number', 'target', 'malware', 'attack', 'individual', 'company', 'organization']",f secure report   half 2008 grow number target malware attack individual company organization
"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",1,"geneva , feb. 10 -- tero aaltonen , finland has developed a radio resource control method .","['geneva', 'feb', '10', 'tero', 'aaltonen', 'finland', 'develop', 'radio', 'resource', 'control', 'method']",geneva feb 10 tero aaltonen finland develop radio resource control method
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",1,"germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .","['germany', 'innovational', 'center', 'unite', 'focus', 'company', 'aim', 'use', 'technology', 'development', 'new', 'kind', 'activity', 'support', 'beginner', 'company', 'entire', 'spectrum', 'service']",germany innovational center unite focus company aim use technology development new kind activity support beginner company entire spectrum service
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",1,"glaston 's own glass processing unit , tamglass glass processing , is a manufacturer of high quality safety glass products , and operates in finland .","['glaston', 'glass', 'processing', 'unit', 'tamglass', 'glass', 'processing', 'manufacturer', 'high', 'quality', 'safety', 'glass', 'product', 'operate', 'finland']",glaston glass processing unit tamglass glass processing manufacturer high quality safety glass product operate finland
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",1,"glaston 's own glass processing unit , tamglass glass processing , is a manufacturer of high quality safety glass products operating in finland .","['glaston', 'glass', 'processing', 'unit', 'tamglass', 'glass', 'processing', 'manufacturer', 'high', 'quality', 'safety', 'glass', 'product', 'operate', 'finland']",glaston glass processing unit tamglass glass processing manufacturer high quality safety glass product operate finland
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",1,"global markets direct 's pohjola bank plc - financial analysis review is an in-depth business , financial analysis of pohjola bank plc. .","['global', 'market', 'direct', 'pohjola', 'bank', 'plc', 'financial', 'analysis', 'review', 'depth', 'business', 'financial', 'analysis', 'pohjola', 'bank', 'plc']",global market direct pohjola bank plc financial analysis review depth business financial analysis pohjola bank plc
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,1,he is a chartered accountant in british columbia and alberta as well as a certified public accountant in washington state .,"['chartered', 'accountant', 'british', 'columbia', 'alberta', 'certify', 'public', 'accountant', 'washington', 'state']",chartered accountant british columbia alberta certify public accountant washington state
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,1,he joined rautakirja in 1997 to lead one of its four business areas and took up the position of president and ceo in 2001 .,"['join', 'rautakirja', '1997', 'lead', 'business', 'area', 'position', 'president', 'ceo', '2001']",join rautakirja 1997 lead business area position president ceo 2001
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",2,"helsinki , finland , sept. 18 , 2009 ( globe newswire ) -- ixonos plc expands the company 's smartphone r&d services and establishes a new next-generation smartphone design unit in connection with ixonos ' site in jyvaeskylae .","['helsinki', 'finland', 'sept', '18', '2009', 'globe', 'newswire', 'ixonos', 'plc', 'expand', 'company', 'smartphone', 'r&d', 'service', 'establish', 'new', 'generation', 'smartphone', 'design', 'unit', 'connection', 'ixono', 'site', 'jyvaeskylae']",helsinki finland sept 18 2009 globe newswire ixonos plc expand company smartphone r&d service establish new generation smartphone design unit connection ixono site jyvaeskylae
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",1,"helsinki 19 may 2010 - finnish company lemminkainen oyj ( hel  lem1s ) said today that it will construct an office building at toolonlahti in downtown helsinki , without disclosing financial details .","['helsinki', '19', '2010', 'finnish', 'company', 'lemminkainen', 'oyj', 'hel', ' ', 'lem1s', 'today', 'construct', 'office', 'building', 'toolonlahti', 'downtown', 'helsinki', 'disclose', 'financial', 'detail']",helsinki 19 2010 finnish company lemminkainen oyj hel   lem1s today construct office building toolonlahti downtown helsinki disclose financial detail
"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",2,"helsinki ( thomson financial ) - m-real said it will exercise an option to buy a 50mw natural gas power plant and land in kyroskoski , finland , for around 13 mln eur from kyro oyj .","['helsinki', 'thomson', 'financial', 'm', 'real', 'exercise', 'option', 'buy', '50mw', 'natural', 'gas', 'power', 'plant', 'land', 'kyroskoski', 'finland', '13', 'mln', 'eur', 'kyro', 'oyj']",helsinki thomson financial m real exercise option buy 50mw natural gas power plant land kyroskoski finland 13 mln eur kyro oyj
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,1,her last position in nokia siemens networks was head of business human resources nsn global it .,"['position', 'nokia', 'siemens', 'network', 'head', 'business', 'human', 'resource', 'nsn', 'global']",position nokia siemens network head business human resource nsn global
Her present position is the director of Stockmann 's international department stores .,1,her present position is the director of stockmann 's international department stores .,"['present', 'position', 'director', 'stockmann', 'international', 'department', 'store']",present position director stockmann international department store
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,1,her work at netapp included strategically repositioning the brand in the category and a major global relaunch .,"['work', 'netapp', 'include', 'strategically', 'reposition', 'brand', 'category', 'major', 'global', 'relaunch']",work netapp include strategically reposition brand category major global relaunch
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",1,"honkarakenne also decided yesterday to sell 88,500 of its b series shares to key staff members for eur2 .9 per share .","['honkarakenne', 'decide', 'yesterday', 'sell', '88,500', 'b', 'series', 'share', 'key', 'staff', 'member', 'eur2', '.9', 'share']","honkarakenne decide yesterday sell 88,500 b series share key staff member eur2 .9 share"
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",1,"honkarakenne also decided yesterday to sell 88,500 of its b-series shares to key staff members for eur 2.90 per share .","['honkarakenne', 'decide', 'yesterday', 'sell', '88,500', 'b', 'series', 'share', 'key', 'staff', 'member', 'eur', '2.90', 'share']","honkarakenne decide yesterday sell 88,500 b series share key staff member eur 2.90 share"
hu will offer a further discount of between 25 % and 50 % on selected books .,1,hu will offer a further discount of between 25 % and 50 % on selected books .,"['hu', 'offer', 'discount', '25', '50', 'select', 'book']",hu offer discount 25 50 select book
"If needed , she provides also further information on ferry connections and hotels .",1,"if needed , she provides also further information on ferry connections and hotels .","['need', 'provide', 'information', 'ferry', 'connection', 'hotel']",need provide information ferry connection hotel
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",1,"igor and oleg yankov , who currently manage moron and vitim , will hold onto the 25 % stake for now .","['igor', 'oleg', 'yankov', 'currently', 'manage', 'moron', 'vitim', 'hold', '25', 'stake']",igor oleg yankov currently manage moron vitim hold 25 stake
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',1,image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',"['image', 'datum', 'produce', 'browser', 'phone', 'server', 'convert', 'bitmapped', 'image', 'send', 'handset', 'display']",image datum produce browser phone server convert bitmapped image send handset display
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,1,implementation of the project will be carried out by the finnish company yit in association with the investment fund evli property investment russia ( epi ) .,"['implementation', 'project', 'carry', 'finnish', 'company', 'yit', 'association', 'investment', 'fund', 'evli', 'property', 'investment', 'russia', 'epi']",implementation project carry finnish company yit association investment fund evli property investment russia epi
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",1,"in 2006 , 452 million tonnes co2 of eua ( eu allowance ; emissions credit in eu ) was traded with an underlying market value approx .","['2006', '452', 'million', 'tonne', 'co2', 'eua', 'eu', 'allowance', 'emission', 'credit', 'eu', 'trade', 'underlying', 'market', 'value', 'approx']",2006 452 million tonne co2 eua eu allowance emission credit eu trade underlying market value approx
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",1,"in 2007 talentum will disclose three interim reports - q1 ( january - march ) on friday , 27 april , 2007 - q2 ( april - june ) on friday , 20 july , 2007 - q3 ( july - september ) on friday , 26 october , 2007 .","['2007', 'talentum', 'disclose', 'interim', 'report', 'q1', 'january', 'march', 'friday', '27', 'april', '2007', 'q2', 'april', 'june', 'friday', '20', 'july', '2007', 'q3', 'july', 'september', 'friday', '26', 'october', '2007']",2007 talentum disclose interim report q1 january march friday 27 april 2007 q2 april june friday 20 july 2007 q3 july september friday 26 october 2007
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",1,"in 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .","['2008', 'steel', 'industry', 'account', '64', 'percent', 'cargo', 'volume', 'transport', 'energy', 'industry', 'account', '28', 'percent', 'industry', '8', 'percent']",2008 steel industry account 64 percent cargo volume transport energy industry account 28 percent industry 8 percent
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",1,"in a letter to economic affairs minister , the listed estonian shipping company tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .","['letter', 'economic', 'affair', 'minister', 'list', 'estonian', 'shipping', 'company', 'tallink', 'ask', 'approval', 'entitle', '15', 'cut', 'port', 'fee', '2010']",letter economic affair minister list estonian shipping company tallink ask approval entitle 15 cut port fee 2010
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",1,"in a recent interview with the financial times ( ft ) , sampo 's board chairman bjorn wahlroos said if p&c was certainly for sale and the price had been set at sek 85 billion , confirming earlier statements .","['recent', 'interview', 'financial', 'time', 'ft', 'sampo', 'board', 'chairman', 'bjorn', 'wahlroos', 'p&c', 'certainly', 'sale', 'price', 'set', 'sek', '85', 'billion', 'confirm', 'early', 'statement']",recent interview financial time ft sampo board chairman bjorn wahlroos p&c certainly sale price set sek 85 billion confirm early statement
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",1,"in a release on oct. 28 , peab said the two businesses will continue to be conducted under the brands cliffton and stockholm entreprenad , both part of the peab group .","['release', 'oct', '28', 'peab', 'business', 'continue', 'conduct', 'brand', 'cliffton', 'stockholm', 'entreprenad', 'peab', 'group']",release oct 28 peab business continue conduct brand cliffton stockholm entreprenad peab group
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",0,"in addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .","['addition', '29', 'employee', 'lay', 'notice', 'workforce', 'lay', 'short', 'period', 'need']",addition 29 employee lay notice workforce lay short period need
"In addition , MIDs are always online and enable full Internet browsing .",1,"in addition , mids are always online and enable full internet browsing .","['addition', 'mid', 'online', 'enable', 'internet', 'browsing']",addition mid online enable internet browsing
"In addition , the contract includes modification of the effluent treatment plant at Follum .",1,"in addition , the contract includes modification of the effluent treatment plant at follum .","['addition', 'contract', 'include', 'modification', 'effluent', 'treatment', 'plant', 'follum']",addition contract include modification effluent treatment plant follum
"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",1,"in connection with the deal , digia will employ 19 persons from nokia in oslo and in silicon valley in the usa .","['connection', 'deal', 'digia', 'employ', '19', 'person', 'nokia', 'oslo', 'silicon', 'valley', 'usa']",connection deal digia employ 19 person nokia oslo silicon valley usa
"In his current position , Manty has worked since 1996 .",1,"in his current position , manty has worked since 1996 .","['current', 'position', 'manty', 'work', '1996']",current position manty work 1996
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",1,"in the financial statement for the first quarter of 2010 , tikkurila is reported under discontinued operations .","['financial', 'statement', 'quarter', '2010', 'tikkurila', 'report', 'discontinued', 'operation']",financial statement quarter 2010 tikkurila report discontinued operation
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",1,"in the fourth quarter of 2006 , oko banks expects the operating environment for banking and investment services to remain similar to that in january-september 2006 .","['fourth', 'quarter', '2006', 'oko', 'bank', 'expect', 'operating', 'environment', 'banking', 'investment', 'service', 'remain', 'similar', 'january', 'september', '2006']",fourth quarter 2006 oko bank expect operating environment banking investment service remain similar january september 2006
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,1,in the meantime the ceo 's duties will be assumed by outotec 's deputy ceo seppo rantakari .,"['meantime', 'ceo', 'duty', 'assume', 'outotec', 'deputy', 'ceo', 'seppo', 'rantakari']",meantime ceo duty assume outotec deputy ceo seppo rantakari
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",1,"in the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .","['sinter', 'plant', 'limestone', 'coke', 'breeze', 'mixed', 'iron', 'ore', 'concentrate', 'sinter', 'lump', 'form', 'sinter', 'use', 'blast', 'furnace', 'raw', 'material', 'iron', 'making']",sinter plant limestone coke breeze mixed iron ore concentrate sinter lump form sinter use blast furnace raw material iron making
"In this way , the industry 's starting point has been the consumers ' needs .",1,"in this way , the industry 's starting point has been the consumers ' needs .","['way', 'industry', 'starting', 'point', 'consumer', 'need']",way industry starting point consumer need
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",1,"in total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .","['total', '3000', 'surveillance', 'camera', 'handle', 'manage', 'accord', 'variety', 'need', 'company']",total 3000 surveillance camera handle manage accord variety need company
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",1,"in volume , the focus is already outside finland , as 60 % of the group 's products are made in poland and the baltic countries .","['volume', 'focus', 'outside', 'finland', '60', 'group', 'product', 'poland', 'baltic', 'country']",volume focus outside finland 60 group product poland baltic country
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",1,"incap , headquartered in oulu , finland , is a electronics contract manufacturer with some 750 employees in finland , estonia and india .","['incap', 'headquarter', 'oulu', 'finland', 'electronics', 'contract', 'manufacturer', '750', 'employee', 'finland', 'estonia', 'india']",incap headquarter oulu finland electronics contract manufacturer 750 employee finland estonia india
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,1,incap contract manufacturing is a subsidiary of incap corporation of finland .,"['incap', 'contract', 'manufacturing', 'subsidiary', 'incap', 'corporation', 'finland']",incap contract manufacturing subsidiary incap corporation finland
"Includes company and brand share data by category , as well as distribution channel data .",1,"includes company and brand share data by category , as well as distribution channel data .","['include', 'company', 'brand', 'share', 'datum', 'category', 'distribution', 'channel', 'datum']",include company brand share datum category distribution channel datum
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",1,"indigo and somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of may 2007 .","['indigo', 'somoncom', 'serve', '377,000', 'subscriber', 'market', 'share', 'approximately', '27', '2007']","indigo somoncom serve 377,000 subscriber market share approximately 27 2007"
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",1,"industry in asia +ó pakistan , malaysia , taiwan and philippines today , global research & data services is going to publish several market analyses about the cement markets in asia .","['industry', 'asia', '+', 'ó', 'pakistan', 'malaysia', 'taiwan', 'philippine', 'today', 'global', 'research', 'datum', 'service', 'publish', 'market', 'analysis', 'cement', 'market', 'asia']",industry asia + ó pakistan malaysia taiwan philippine today global research datum service publish market analysis cement market asia
Investment management and investment advisory services are the company 's sole line of business .,1,investment management and investment advisory services are the company 's sole line of business .,"['investment', 'management', 'investment', 'advisory', 'service', 'company', 'sole', 'line', 'business']",investment management investment advisory service company sole line business
Investments are not disclosed .,1,investments are not disclosed .,"['investment', 'disclose']",investment disclose
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,1,investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,"['investment', 'product', 'development', 'stand', '6.0', 'mln', 'euro', '$', '8.8', 'mln']",investment product development stand 6.0 mln euro $ 8.8 mln
"ISMS does not disclose its financial results , the daily said .",1,"isms does not disclose its financial results , the daily said .","['ism', 'disclose', 'financial', 'result', 'daily']",ism disclose financial result daily
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",1,"it also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by vaahto in 2001 .","['include', 'installation', 'new', 'equipment', 'training', 'start', 'service', 'service', 'work', 'shoe', 'press', 'deliver', 'vaahto', '2001']",include installation new equipment training start service service work shoe press deliver vaahto 2001
It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,1,it has been agreed with the company 's board of directors that she will be available in an advisory role .,"['agree', 'company', 'board', 'director', 'available', 'advisory', 'role']",agree company board director available advisory role
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",1,"it is estonia 's second-largest meat processing company by market share ( according to ac nielsen 's 2008 data , 13 percent ) .","['estonia', 'second', 'large', 'meat', 'processing', 'company', 'market', 'share', 'accord', 'ac', 'nielsen', '2008', 'datum', '13', 'percent']",estonia second large meat processing company market share accord ac nielsen 2008 datum 13 percent
It is expected to be online by 2011 .,1,it is expected to be online by 2011 .,"['expect', 'online', '2011']",expect online 2011
It 's not .,1,it 's not .,[],
It was decided that the auditors are reimbursed according to invoice .,1,it was decided that the auditors are reimbursed according to invoice .,"['decide', 'auditor', 'reimburse', 'accord', 'invoice']",decide auditor reimburse accord invoice
It will report full-year results on August 22 .,1,it will report full-year results on august 22 .,"['report', 'year', 'result', 'august', '22']",report year result august 22
"Its annual capacity is some 10,000 MW .",1,"its annual capacity is some 10,000 mw .","['annual', 'capacity', '10,000', 'mw']","annual capacity 10,000 mw"
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",2,"its main business area , the glass machinery group of glaston technologies , is the global market leader in glass processing machines .","['main', 'business', 'area', 'glass', 'machinery', 'group', 'glaston', 'technology', 'global', 'market', 'leader', 'glass', 'processing', 'machine']",main business area glass machinery group glaston technology global market leader glass processing machine
Its market share is 6 percent according to AC Nielsen 's 2008 data .,1,its market share is 6 percent according to ac nielsen 's 2008 data .,"['market', 'share', '6', 'percent', 'accord', 'ac', 'nielsen', '2008', 'datum']",market share 6 percent accord ac nielsen 2008 datum
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",1,"its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .","['product', 'portfolio', 'comprise', 'harvester', 'forwarder', 'harvester', 'head', 'crane', 'loader']",product portfolio comprise harvester forwarder harvester head crane loader
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",1,"janis arbidans , ceo of yit celtnieciba , said the company was focusing on housing and real estate development market .","['janis', 'arbidans', 'ceo', 'yit', 'celtnieciba', 'company', 'focus', 'housing', 'real', 'estate', 'development', 'market']",janis arbidans ceo yit celtnieciba company focus housing real estate development market
